row_id,source_id,source_citation_short,extraction_status,notes_general,asr_model_name_raw,asr_model_name_standardized,benchmark_name_raw,benchmark_name_standardized,source_paper_name,observation_unit_label,language_label_raw,language_label_standardized,iso_language_code,subgroup_label_raw,subgroup_label_standardized,subgroup_type,linguistic_group_level,transcript_type_raw,transcript_type_standardized,transcript_type_binary,correction_source,reference_condition_notes,training_hours_raw,training_hours_numeric,training_hours_unit,training_hours_source_text,log_training_hours,resource_level_tertile,resource_level_notes,wer_reported,cer_reported,delta_wer_reported,worst_group_wer_reported,macro_avg_wer_reported,micro_avg_wer_reported,other_fairness_metric_name,other_fairness_metric_value,metric_notes,speech_domain_raw,speech_domain_standardized,noise_condition_raw,noise_condition_standardized,recording_condition_notes,evaluation_split,dataset_condition_notes,has_performance_metric,has_training_hours,has_transcript_type,eligible_for_main_analysis,exclusion_reason,ambiguity_flag,verification_flag,group_row_count,micro_avg_notes
OBS020,SRC01,"Radford et al., 2022",extracted,Whisper paper VoxPopuli results,Whisper large-v2,Whisper large-v2,VoxPopuli,VoxPopuli,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Lithuanian | VoxPopuli,Lithuanian,Lithuanian,lt,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,Not reported per-language,,,,,Missing,Per-language hours not in Figure 11,33.2,,26.200000000000003,33.2,15.438888888888888,,,,,European Parliament proceedings,read,Parliamentary recordings,clean,,test,,True,False,True,False,missing_training_hours,True,needs_review,18.0,not_computed_no_weight_column
OBS021,SRC01,"Radford et al., 2022",extracted,Whisper paper VoxPopuli results,Whisper large-v2,Whisper large-v2,VoxPopuli,VoxPopuli,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Dutch | VoxPopuli,Dutch,Dutch,nl,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,Not reported per-language,,,,,Missing,Per-language hours not in Figure 11,12.9,,26.200000000000003,33.2,15.438888888888888,,,,,European Parliament proceedings,read,Parliamentary recordings,clean,,test,,True,False,True,False,missing_training_hours,True,needs_review,18.0,not_computed_no_weight_column
OBS022,SRC01,"Radford et al., 2022",extracted,Whisper paper VoxPopuli results,Whisper large-v2,Whisper large-v2,VoxPopuli,VoxPopuli,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Polish | VoxPopuli,Polish,Polish,pl,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,Not reported per-language,,,,,Missing,Per-language hours not in Figure 11,7.8,,26.200000000000003,33.2,15.438888888888888,,,,,European Parliament proceedings,read,Parliamentary recordings,clean,,test,,True,False,True,False,missing_training_hours,True,needs_review,18.0,not_computed_no_weight_column
OBS023,SRC01,"Radford et al., 2022",extracted,Whisper paper VoxPopuli results,Whisper large-v2,Whisper large-v2,VoxPopuli,VoxPopuli,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Romanian | VoxPopuli,Romanian,Romanian,ro,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,Not reported per-language,,,,,Missing,Per-language hours not in Figure 11,14.4,,26.200000000000003,33.2,15.438888888888888,,,,,European Parliament proceedings,read,Parliamentary recordings,clean,,test,,True,False,True,False,missing_training_hours,True,needs_review,18.0,not_computed_no_weight_column
OBS024,SRC01,"Radford et al., 2022",extracted,Whisper paper VoxPopuli results,Whisper large-v2,Whisper large-v2,VoxPopuli,VoxPopuli,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Slovak | VoxPopuli,Slovak,Slovak,sk,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,Not reported per-language,,,,,Missing,Per-language hours not in Figure 11,15.4,,26.200000000000003,33.2,15.438888888888888,,,,,European Parliament proceedings,read,Parliamentary recordings,clean,,test,,True,False,True,False,missing_training_hours,True,needs_review,18.0,not_computed_no_weight_column
OBS025,SRC01,"Radford et al., 2022",extracted,Whisper paper VoxPopuli results,Whisper large-v2,Whisper large-v2,VoxPopuli,VoxPopuli,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | Slovenian | VoxPopuli,Slovenian,Slovenian,sl,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,Not reported per-language,,,,,Missing,Per-language hours not in Figure 11,27.9,,26.200000000000003,33.2,15.438888888888888,,,,,European Parliament proceedings,read,Parliamentary recordings,clean,,test,,True,False,True,False,missing_training_hours,True,needs_review,18.0,not_computed_no_weight_column
OBS026,SRC01,"Radford et al., 2022",extracted,Table 2 English robustness results,Whisper large-v2,Whisper large-v2,LibriSpeech test-clean,LibriSpeech,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | English | LibriSpeech,English,English,en,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,"438,218 hours English ASR",438218.0,hours,"Whisper paper states 65% of 680k hours = English; 438,218 is derived",5.6417,High,"438,218 hours derived from 65% of 680k; not directly stated as a single number in paper",2.7,,2.5,5.2,3.95,,,,,read,read,clean,clean,,test,,True,True,True,True,,True,needs_review,2.0,not_computed_no_weight_column
OBS027,SRC01,"Radford et al., 2022",extracted,Table 2 English robustness results,Whisper large-v2,Whisper large-v2,LibriSpeech test-other,LibriSpeech,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | English | LibriSpeech,English,English,en,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,"438,218 hours English ASR",438218.0,hours,"Whisper paper states 65% of 680k hours = English; 438,218 is derived",5.6417,High,"438,218 hours derived from 65% of 680k; not directly stated as a single number in paper",5.2,,2.5,5.2,3.95,,,,,read,read,noisy,noisy,,test,,True,True,True,True,,True,needs_review,2.0,not_computed_no_weight_column
OBS028,SRC01,"Radford et al., 2022",extracted,Table 2 English robustness results,Whisper large-v2,Whisper large-v2,CommonVoice 9,Common Voice,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | English | Common Voice,English,English,en,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,"438,218 hours English ASR",438218.0,hours,"Whisper paper states 65% of 680k hours = English; 438,218 is derived",5.6417,High,"438,218 hours derived from 65% of 680k; not directly stated as a single number in paper",9.0,,0.0,9.0,9.0,,,,,read,read,mixed,mixed,,test,,True,True,True,True,,True,needs_review,1.0,not_computed_no_weight_column
OBS029,SRC01,"Radford et al., 2022",extracted,Table 2 English robustness results,Whisper large-v2,Whisper large-v2,TED-LIUM 3,TED-LIUM 3,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | English | TED-LIUM 3,English,English,en,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,"438,218 hours English ASR",438218.0,hours,"Whisper paper states 65% of 680k hours = English; 438,218 is derived",5.6417,High,"438,218 hours derived from 65% of 680k; not directly stated as a single number in paper",4.0,,0.0,4.0,4.0,,,,,read,read,clean,clean,,test,,True,True,True,True,,True,needs_review,1.0,not_computed_no_weight_column
OBS030,SRC01,"Radford et al., 2022",extracted,AAVE corpus; key fairness signal,Whisper large-v2,Whisper large-v2,CORAAL,CORAAL,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | English | CORAAL,English,English,en,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,"438,218 hours English ASR",438218.0,hours,"Whisper paper states 65% of 680k hours = English; 438,218 is derived",5.6417,High,"438,218 hours derived from 65% of 680k; not directly stated as a single number in paper",16.2,,0.0,16.2,16.2,,,,,spontaneous,spontaneous,mixed,mixed,,test,,True,True,True,True,,True,needs_review,1.0,not_computed_no_weight_column
OBS031,SRC01,"Radford et al., 2022",extracted,Table 2 English robustness results,Whisper large-v2,Whisper large-v2,Artie,Artie,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | English | Artie,English,English,en,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,"438,218 hours English ASR",438218.0,hours,"Whisper paper states 65% of 680k hours = English; 438,218 is derived",5.6417,High,"438,218 hours derived from 65% of 680k; not directly stated as a single number in paper",6.2,,0.0,6.2,6.2,,,,,mixed,mixed,mixed,mixed,,test,,True,True,True,True,,True,needs_review,1.0,not_computed_no_weight_column
OBS032,SRC01,"Radford et al., 2022",extracted,Far-field multi-channel,Whisper large-v2,Whisper large-v2,CHiME-6,CHiME-6,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | English | CHiME-6,English,English,en,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,"438,218 hours English ASR",438218.0,hours,"Whisper paper states 65% of 680k hours = English; 438,218 is derived",5.6417,High,"438,218 hours derived from 65% of 680k; not directly stated as a single number in paper",25.5,,0.0,25.5,25.5,,,,,conversational,conversational,noisy,noisy,,test,,True,True,True,True,,True,needs_review,1.0,not_computed_no_weight_column
OBS033,SRC01,"Radford et al., 2022",extracted,Individual headset mic,Whisper large-v2,Whisper large-v2,AMI-IHM,AMI,Robust Speech Recognition Via Large-Scale Weak Supervision,Whisper large-v2 | English | AMI,English,English,en,,,none,language,Raw ASR output evaluated against standard benchmark references; no post-ASR correction applied,single_reference_raw,standard_reference,none,Whisper training used weak internet transcripts; evaluation applies 12-step text normalizer (Appendix C). References are standard benchmark references (not human-corrected ASR output).,"438,218 hours English ASR",438218.0,hours,"Whisper paper states 65% of 680k hours = English; 438,218 is derived",5.6417,High,"438,218 hours derived from 65% of 680k; not directly stated as a single number in paper",16.9,,19.5,36.4,26.65,,,,,conversational,conversational,clean,clean,,test,,True,True,True,True,,True,needs_review,2.0,not_computed_no_weight_column
